Time,PPG
20.70,0.096979159
20.72,0.078036758
20.73,0.068729248
20.75,0.069900839
20.77,0.060978472
20.78,0.041227675
20.80,0.046197627
20.81,0.027790884
20.83,-0.009053024
20.84,-0.025891538
20.86,-0.045961048
20.88,-0.053087315
20.89,-0.058555114
20.91,-0.063444763
20.92,-0.07387828
20.94,-0.0878031
20.95,-0.096773909
20.97,-0.107620156
20.98,-0.120546192
21.00,-0.132229901
21.02,-0.137262323
21.03,-0.143779577
21.05,-0.144017333
21.06,-0.150164583
21.08,-0.154089129
21.09,-0.157666966
21.11,-0.161987195
21.13,-0.168058768
21.14,-0.168218725
21.16,-0.166982601
21.17,-0.169875589
21.19,-0.160396852
21.20,-0.137734136
21.22,-0.105479442
21.23,-0.014720402
21.25,0.059296621
21.27,0.109497626
21.28,0.180414434
21.30,0.252373809
21.31,0.279262932
21.33,0.287655298
21.34,0.294941424
21.36,0.288301089
21.38,0.284504152
21.39,0.27072002
21.41,0.267207634
21.42,0.272921941
21.44,0.269824837
21.45,0.254395385
21.47,0.210998431
21.48,0.197276554
21.50,0.172232663
21.52,0.148369604
21.53,0.132240906
21.55,0.120863814
21.56,0.106778825
21.58,0.096758453
21.59,0.092586932
21.61,0.077621974
21.63,0.061937491
21.64,0.051408712
21.66,0.030596245
21.67,0.006396731
21.69,-0.005462075
21.70,-0.010986036
21.72,-0.019838746
21.73,-0.032603366
21.75,-0.039647862
21.77,-0.060023455
21.78,-0.075658372
21.80,-0.087004108
21.81,-0.103497225
21.83,-0.117226217
21.84,-0.118034878
21.86,-0.128051757
21.88,-0.132017405
21.89,-0.136865127
21.91,-0.138286348
21.92,-0.14837123
21.94,-0.151781688
21.95,-0.153529805
21.97,-0.161977308
21.98,-0.162203127
22.00,-0.16257693
22.02,-0.167786904
22.03,-0.165653744
22.05,-0.165788519
22.06,-0.136321989
22.08,-0.13749877
22.09,-0.073911513
22.11,0.055628714
22.13,0.132797559
22.14,0.217518997
22.16,0.249652902
22.17,0.282783706
22.19,0.292799227
22.20,0.292015411
22.22,0.287827526
22.23,0.277675122
22.25,0.279168575
22.27,0.267407637
22.28,0.265906482
22.30,0.263163273
22.31,0.234386302
22.33,0.212775142
22.34,0.188857385
22.36,0.145340019
22.38,0.12359742
22.39,0.108684051
22.41,0.104781709
22.42,0.101896122
22.44,0.090380699
22.45,0.083122317
22.47,0.066154732
22.48,0.048719514
22.50,0.03185976
22.52,0.015072038
22.53,-0.002783063
22.55,-1.82E-06
22.56,-0.008009291
22.58,-0.019565078
22.59,-0.025562871
22.61,-0.046362302
22.63,-0.062269933
22.64,-0.078396386
22.66,-0.090538668
22.67,-0.109492439
22.69,-0.118994648
22.70,-0.117865192
22.72,-0.123079374
22.73,-0.126656014
22.75,-0.132805065
22.77,-0.140471916
22.78,-0.146458757
22.80,-0.148123085
22.81,-0.152767903
22.83,-0.155771272
22.84,-0.151568123
22.86,-0.159887881
22.88,-0.163306295
22.89,-0.163113008
22.91,-0.133332472
22.92,-0.06532988
22.94,0.010399533
22.95,0.097277696
22.97,0.141563869
22.98,0.214650954
23.00,0.273861986
23.02,0.283653465
23.03,0.295616998
23.05,0.283622224
23.06,0.282165223
23.08,0.273080939
23.09,0.263376292
23.11,0.261492507
23.13,0.260507146
23.14,0.247295131
23.16,0.219036139
23.17,0.182802766
23.19,0.149278206
23.20,0.115913037
23.22,0.103387863
23.23,0.094541996
23.25,0.078462371
23.27,0.072779419
23.28,0.071185132
23.30,0.073508994
23.31,0.067477981
23.33,0.067261575
23.34,0.043516269
23.36,0.040424959
23.38,0.026236931
23.39,-0.017793667
23.41,-0.017242076
23.42,-0.024753452
23.44,-0.043555097
23.45,-0.052446019
23.47,-0.070958602
23.48,-0.08461098
23.50,-0.091522093
23.52,-0.102697775
23.53,-0.104224237
23.55,-0.108626922
23.56,-0.115866646
23.58,-0.119670888
23.59,-0.125590154
23.61,-0.137770648
23.63,-0.145490183
23.64,-0.142300613
23.66,-0.143673259
23.67,-0.14800785
23.69,-0.153565962
23.70,-0.159430141
23.72,-0.165366072
23.73,-0.171229073
23.75,-0.159470297
23.77,-0.131934798
23.78,-0.07000038
23.80,0.025644511
23.81,0.122884081
23.83,0.20548683
23.84,0.256028168
23.86,0.281825876
23.88,0.300234452
23.89,0.306427828
23.91,0.300645416
23.92,0.300832057
23.94,0.2954932
23.95,0.289183797
23.97,0.279361935
23.98,0.27054525
24.00,0.277274584
24.02,0.25455226
24.03,0.180508904
24.05,0.149772837
24.06,0.126601106
24.08,0.111535895
24.09,0.09645181
24.11,0.078615439
24.13,0.064419676
24.14,0.054590613
24.16,0.042864202
24.17,0.015041577
24.19,0.006705548
24.20,-0.002347024
24.22,-0.008199039
24.23,-0.010454914
24.25,-0.032117282
24.27,-0.045784379
24.28,-0.067592179
24.30,-0.088125172
24.31,-0.106193582
24.33,-0.115126164
24.34,-0.123320218
24.36,-0.13573924
24.38,-0.141057172
24.39,-0.143852803
24.41,-0.148518264
24.42,-0.159713007
24.44,-0.167310432
24.45,-0.171456199
24.47,-0.173790957
24.48,-0.167820414
24.50,-0.165020698
24.52,-0.164892184
24.53,-0.168338854
24.55,-0.175310933
24.56,-0.19403617
24.58,-0.209560354
24.59,-0.22410151
24.61,-0.233422496
24.63,-0.218456851
24.64,-0.217454281
24.66,-0.119790182
24.67,0.01757818
24.69,0.098654701
24.70,0.160118204
24.72,0.221361072
24.73,0.255314977
24.75,0.284454316
24.77,0.281863702
24.78,0.284595471
24.80,0.282570346
24.81,0.265820354
24.83,0.254498348
24.84,0.234822768
24.86,0.206213906
24.88,0.173896076
24.89,0.15457367
24.91,0.123491992
24.92,0.097883699
24.94,0.085937742
24.95,0.075369494
24.97,0.06399324
24.98,0.048976163
25.00,0.042949288
25.02,0.031508897
25.03,0.016265933
25.05,0.008257473
25.06,-0.001030187
25.08,-0.008106104
25.09,-0.021783008
25.11,-0.040604992
25.13,-0.06400446
25.14,-0.08723938
25.16,-0.113716176
25.17,-0.130398747
25.19,-0.151835607
25.20,-0.159620247
25.22,-0.163794902
25.23,-0.168144353
25.25,-0.170303609
25.27,-0.172898849
25.28,-0.17115887
25.30,-0.182491876
25.31,-0.192529354
25.33,-0.199422443
25.34,-0.198605898
25.36,-0.19504187
25.38,-0.198779722
25.39,-0.197661436
25.41,-0.214489369
25.42,-0.232986589
25.44,-0.247445194
25.45,-0.264948841
25.47,-0.27057172
25.48,-0.262461636
25.50,-0.214421718
25.52,-0.176603739
25.53,-0.077866867
25.55,0.027268166
25.56,0.117726388
25.58,0.161387648
25.59,0.210706971
25.61,0.239849591
25.63,0.246862267
25.64,0.255772606
25.66,0.239994374
25.67,0.220915499
25.69,0.212400021
25.70,0.198627736
25.72,0.182314128
25.73,0.168069458
25.75,0.134310277
25.77,0.116139988
25.78,0.100709895
25.80,0.076525908
25.81,0.056287474
25.83,0.045176099
25.84,0.030146243
25.86,0.023333455
25.88,0.013617836
25.89,0.016375045
25.91,0.010740246
25.92,0.000850281
25.94,-0.016110469
25.95,-0.040864115
25.97,-0.064411443
25.98,-0.089687645
26.00,-0.113142433
26.02,-0.126297794
26.03,-0.139128128
26.05,-0.148474678
26.06,-0.157026566
26.08,-0.164190129
26.09,-0.169621405
26.11,-0.175661451
26.13,-0.183881411
26.14,-0.183703129
26.16,-0.186356021
26.17,-0.185372211
26.19,-0.189367418
26.20,-0.19139567
26.22,-0.195881716
26.23,-0.209303711
26.25,-0.22392104
26.27,-0.235888394
26.28,-0.242472801
26.30,-0.246626879
26.31,-0.249053465
26.33,-0.251899907
26.34,-0.251185008
26.36,-0.238624563
26.38,-0.198831707
26.39,-0.171235275
26.41,-0.066812752
26.42,0.033464254
26.44,0.124902131
26.45,0.180951945
26.47,0.232532684
26.48,0.265429651
26.50,0.265022234
26.52,0.257336574
26.53,0.244491865
26.55,0.230275855
26.56,0.222351567
26.58,0.210908458
26.59,0.205204191
26.61,0.196494782
26.63,0.173784741
26.64,0.160467239
26.66,0.14231153
26.67,0.115034533
26.69,0.081475032
26.70,0.070500794
26.72,0.056411212
26.73,0.056647888
26.75,0.056497221
26.77,0.052197115
26.78,0.036259274
26.80,0.007172115
26.81,-0.0140798
26.83,-0.042797829
26.84,-0.046884863
26.86,-0.072376231
26.88,-0.085860457
26.89,-0.09247243
26.91,-0.100395141
26.92,-0.112453866
26.94,-0.120057001
26.95,-0.130885422
26.97,-0.145760194
26.98,-0.15564773
27.00,-0.166742596
27.02,-0.166661488
27.03,-0.169659913
27.05,-0.16957203
27.06,-0.174949806
27.08,-0.183813267
27.09,-0.187757253
27.11,-0.201348084
27.13,-0.212649743
27.14,-0.218347057
27.16,-0.226464795
27.17,-0.231862633
27.19,-0.233207804
27.20,-0.232712417
27.22,-0.236986851
27.23,-0.230094409
27.25,-0.227956122
27.27,-0.190207774
27.28,-0.139126603
27.30,-0.051161348
27.31,0.051188906
27.33,0.111849352
27.34,0.171070264
27.36,0.2169516
27.38,0.244001018
27.39,0.246044927
27.41,0.23139288
27.42,0.21858442
27.44,0.201013848
27.45,0.196308111
27.47,0.187398451
27.48,0.181417586
27.50,0.175973215
27.52,0.151390859
27.53,0.144975609
27.55,0.121403285
27.56,0.099728928
27.58,0.086047427
27.59,0.075179319
27.61,0.058925586
27.63,0.053209719
27.64,0.05406969
27.66,0.048146405
27.67,0.033555106
27.69,0.00625878
27.70,-0.006875472
27.72,-0.020756798
27.73,-0.038036149
27.75,-0.066910661
27.77,-0.080260954
27.78,-0.087036602
27.80,-0.095362879
27.81,-0.099882909
27.83,-0.1079526
27.84,-0.113118686
27.86,-0.120721877
27.88,-0.137893798
27.89,-0.139045657
27.91,-0.143046957
27.92,-0.139244171
27.94,-0.141672704
27.95,-0.140668935
27.97,-0.156015275
27.98,-0.16348452
28.00,-0.170889085
28.02,-0.179531102
28.03,-0.189562988
28.05,-0.190874548
28.06,-0.191335751
28.08,-0.197151802
28.09,-0.198227797
28.11,-0.210109034
28.13,-0.213602424
28.14,-0.215591155
28.16,-0.188657386
28.17,-0.141449096
28.19,-0.064654226
28.20,0.021063552
28.22,0.120094217
28.23,0.19394198
28.25,0.251662662
28.27,0.274203096
28.28,0.281833123
28.30,0.277893092
28.31,0.278213231
28.33,0.282877754
28.34,0.274632354
28.36,0.241316512
28.38,0.228761482
28.39,0.222887478
28.41,0.192176428
28.42,0.167623459
28.44,0.157156362
28.45,0.146823271
28.47,0.128893317
28.48,0.128349882
28.50,0.122847807
28.52,0.110328037
28.53,0.089407431
28.55,0.077090776
28.56,0.060318131
28.58,0.05547071
28.59,0.041172242
28.61,0.024528969
28.63,0.011014614
28.64,-0.007888141
28.66,-0.019928158
28.67,-0.045600789
28.69,-0.061624749
28.70,-0.064705497
28.72,-0.0785095
28.73,-0.081767606
28.75,-0.086838672
28.77,-0.095181942
28.78,-0.098526559
28.80,-0.109418296
28.81,-0.121103368
28.83,-0.128414505
28.84,-0.133968619
28.86,-0.14761482
28.88,-0.152983175
28.89,-0.152766315
28.91,-0.161975554
28.92,-0.172867038
28.94,-0.181297943
28.95,-0.189083261
28.97,-0.198050969
28.98,-0.19979689
29.00,-0.201517516
29.02,-0.198980711
29.03,-0.192194769
29.05,-0.102974616
29.06,0.020563596
29.08,0.081308583
29.09,0.165569239
29.11,0.227873922
29.13,0.234986309
29.14,0.296071779
29.16,0.33984851
29.17,0.336249116
29.19,0.330347466
29.20,0.306138187
29.22,0.302123131
29.23,0.302835921
29.25,0.307288038
29.27,0.304651235
29.28,0.293329832
29.30,0.275745719
29.31,0.250786083
29.33,0.22251874
29.34,0.19849523
29.36,0.165869463
29.38,0.142375833
29.39,0.136679854
29.41,0.129604357
29.42,0.116881928
29.44,0.093124506
29.45,0.085171051
29.47,0.062543676
29.48,0.046239029
29.50,0.036003245
29.52,0.011803994
29.53,-0.002476736
29.55,-0.017712891
29.56,-0.031267202
29.58,-0.038570036
29.59,-0.054755826
29.61,-0.071050689
29.63,-0.089386207
29.64,-0.098389638
29.66,-0.108453693
29.67,-0.120179292
29.69,-0.130688826
29.70,-0.130663327
29.72,-0.135084875
29.73,-0.139577454
29.75,-0.140892042
29.77,-0.143922065
29.78,-0.163340478
29.80,-0.174743292
29.81,-0.182576559
29.83,-0.189874915
29.84,-0.193906854
29.86,-0.200769802
29.88,-0.203237762
29.89,-0.194392583
29.91,-0.168518433
29.92,-0.112129248
29.94,-0.024438209
29.95,0.060833796
29.97,0.155547645
29.98,0.227328816
30.00,0.27059036
30.02,0.292689294
30.03,0.298568959
30.05,0.285835515
30.06,0.271385856
30.08,0.265375201
30.09,0.252967627
30.11,0.241416228
30.13,0.221646506
30.14,0.223778525
30.16,0.205508146
30.17,0.173924088
30.19,0.151008399
30.20,0.128524767
30.22,0.112989784
30.23,0.092412241
30.25,0.081743226
30.27,0.068992901
30.28,0.056914659
30.30,0.048338491
30.31,0.02964349
30.33,0.017102374
30.34,-0.000901539
30.36,-0.026018378
30.38,-0.050301471
30.39,-0.054588574
30.41,-0.062507443
30.42,-0.096613518
30.44,-0.108274641
30.45,-0.116189287
30.47,-0.129456936
30.48,-0.14147394
30.50,-0.154524631
30.52,-0.166342356
30.53,-0.171823862
30.55,-0.177827437
30.56,-0.181062873
30.58,-0.185398636
30.59,-0.192041476
30.61,-0.198046372
30.63,-0.208506501
30.64,-0.209597489
30.66,-0.224790027
30.67,-0.237698569
30.69,-0.242907865
30.70,-0.246808974
30.72,-0.246785257
30.73,-0.248354172
30.75,-0.238450251
30.77,-0.221514659
30.78,-0.149564192
30.80,-0.08261167
30.81,0.043595274
30.83,0.105535263
30.84,0.175016914
30.86,0.222719714
30.88,0.24937156
30.89,0.251733238
30.91,0.234531075
30.92,0.22461956
30.94,0.202963495
30.95,0.193416232
30.97,0.185863789
30.98,0.178456137
31.00,0.159926599
31.02,0.146579323
31.03,0.141231001
31.05,0.135073771
31.06,0.085798455
31.08,0.063867043
31.09,0.057656531
31.11,0.042283713
31.13,0.038705816
31.14,0.034018445
31.16,0.020679016
31.17,0.007003029
31.19,-0.009738966
31.20,-0.023848014
31.22,-0.048320287
31.23,-0.06383204
31.25,-0.076207958
31.27,-0.087141006
31.28,-0.101777483
31.30,-0.107219074
31.31,-0.122776518
31.33,-0.13080651
31.34,-0.140330793
31.36,-0.154569982
31.38,-0.166862118
31.39,-0.1636796
31.41,-0.168704746
31.42,-0.177746121
31.44,-0.18233997
31.45,-0.184559241
31.47,-0.187509007
31.48,-0.198815221
31.50,-0.207282663
31.52,-0.2161556
31.53,-0.218187185
31.55,-0.217784095
31.56,-0.221362328
31.58,-0.22465771
31.59,-0.232776055
31.61,-0.239701032
31.63,-0.242190188
31.64,-0.22625855
31.66,-0.198296563
31.67,-0.132730966
31.69,-0.102695665
31.70,0.052203188
31.72,0.192664566
31.73,0.243771681
31.75,0.284715794
31.77,0.276601264
31.78,0.282018167
31.80,0.270295827
31.81,0.253962694
31.83,0.243691932
31.84,0.237546474
31.86,0.231715464
31.88,0.215184258
31.89,0.199050457
31.91,0.16975303
31.92,0.144723847
31.94,0.121762967
31.95,0.112843298
31.97,0.100820766
31.98,0.090958711
32.00,0.085034819
32.02,0.07087811
32.03,0.060498944
32.05,0.04923072
32.06,0.03118099
32.08,0.012640564
32.09,0.002328632
32.11,-0.017736396
32.13,-0.034941625
32.14,-0.051080251
32.16,-0.058685511
32.17,-0.074730647
32.19,-0.092232098
32.20,-0.102512797
32.22,-0.119995851
32.23,-0.12589611
32.25,-0.130606209
32.27,-0.133806972
32.28,-0.137385374
32.30,-0.14003832
32.31,-0.14441051
32.33,-0.147263309
32.34,-0.157506655
32.36,-0.172226293
32.38,-0.179842962
32.39,-0.186778948
32.41,-0.191735833
32.42,-0.196149616
32.44,-0.198798707
32.45,-0.2005862
32.47,-0.207773105
32.48,-0.207053055
32.50,-0.207555225
32.52,-0.183869076
32.53,-0.129206455
32.55,-0.038384359
32.56,0.03573702
32.58,0.118321085
32.59,0.217050259
32.61,0.25975105
32.63,0.28275835
32.64,0.283123496
32.66,0.26735631
32.67,0.252554969
32.69,0.237397192
32.70,0.231843439
32.72,0.224503108
32.73,0.218373402
32.75,0.197570942
32.77,0.176783115
32.78,0.149357719
32.80,0.131677989
32.81,0.111541145
32.83,0.109108298
32.84,0.109520533
32.86,0.107465878
32.88,0.096696774
32.89,0.09539313
32.91,0.080600068
32.92,0.074345946
32.94,0.049445303
32.95,0.041070268
32.97,0.03556101
32.98,-0.001041393
33.00,-0.017402887
33.02,-0.030323763
33.03,-0.04277374
33.05,-0.050477501
33.06,-0.06695926
33.08,-0.081387405
33.09,-0.082402881
33.11,-0.095598786
33.13,-0.09952407
33.14,-0.098356637
33.16,-0.102321988
33.17,-0.105572577
33.19,-0.114460316
33.20,-0.118567046
33.22,-0.13954115
33.23,-0.149927378
33.25,-0.16243006
33.27,-0.169541061
33.28,-0.171742025
33.30,-0.162007984
33.31,-0.16398276
33.33,-0.154613955
33.34,-0.143693798
33.36,0.088009321
33.38,0.222783141
33.39,0.257103558
33.41,0.311075599
33.42,0.326629763
33.44,0.34246647
33.45,0.341517826
33.47,0.337130468
33.48,0.326948644
33.50,0.308168469
33.52,0.310265356
33.53,0.299516572
33.55,0.287829883
33.56,0.27157477
33.58,0.240711011
33.59,0.224982316
33.61,0.233859705
33.63,0.175980324
33.64,0.132414518
33.66,0.118191826
33.67,0.097130642
33.69,0.09432818
33.70,0.083401466
33.72,0.076650692
33.73,0.067804977
33.75,0.046138416
33.77,0.039490332
33.78,0.009774908
33.80,-0.007858467
33.81,-0.024207691
33.83,-0.046026796
33.84,-0.055516359
33.86,-0.063574002
33.88,-0.06838489
33.89,-0.07444152
33.91,-0.083532867
33.92,-0.099900648
33.94,-0.112147975
33.95,-0.119817626
33.97,-0.134497156
33.98,-0.135313687
34.00,-0.136381418
34.02,-0.137540104
34.03,-0.140419732
34.05,-0.147818197
34.06,-0.156794937
34.08,-0.171167181
34.09,-0.17887212
34.11,-0.195567058
34.13,-0.191590678
34.14,-0.184052071
34.16,-0.10797114
34.17,-0.018859513
34.19,0.063078753
34.20,0.144231815
34.22,0.205039834
34.23,0.228281832
34.25,0.275143345
34.27,0.332566
34.28,0.334030854
34.30,0.340048874
34.31,0.325622222
34.33,0.319266061
34.34,0.312989363
34.36,0.30431781
34.38,0.276459658
34.39,0.261983171
34.41,0.239149964
34.42,0.212218086
34.44,0.187288239
34.45,0.169885349
34.47,0.155626062
34.48,0.145517828
34.50,0.13829232
34.52,0.109823126
34.53,0.097179587
34.55,0.086524637
34.56,0.061323072
34.58,0.039360913
34.59,0.027509516
34.61,0.008703121
34.63,-0.013582682
34.64,-0.026018912
34.66,-0.03576734
34.67,-0.060121024
34.69,-0.086154803
34.70,-0.096910535
34.72,-0.104837233
34.73,-0.10672346
34.75,-0.113745871
34.77,-0.12000217
34.78,-0.125366112
34.80,-0.134237629
34.81,-0.141040677
34.83,-0.149969344
34.84,-0.1584022
34.86,-0.168412948
34.88,-0.16816104
34.89,-0.168409991
34.91,-0.169372814
34.92,-0.17227858
34.94,-0.183549945
34.95,-0.188496588
34.97,-0.198011393
34.98,-0.203932654
35.00,-0.210320965
35.02,-0.211162661
35.03,-0.16917713
35.05,-0.094069607
35.06,0.009504304
35.08,0.086173192
35.09,0.149575548
35.11,0.253401296
35.13,0.304622395
35.14,0.328208018
35.16,0.332420676
35.17,0.333683483
35.19,0.320064948
35.20,0.308410001
35.22,0.298818542
35.23,0.289385535
35.25,0.278757097
35.27,0.257659705
35.28,0.239912439
35.30,0.204541491
35.31,0.180893435
35.33,0.170017228
35.34,0.153111466
35.36,0.131864811
35.38,0.11916402
35.39,0.113267752
35.41,0.092675372
35.42,0.077388456
35.44,0.065052122
35.45,0.058743427
35.47,0.046532571
35.48,0.031396311
35.50,0.006889268
35.52,-0.005429346
35.53,-0.016169842
35.55,-0.045615351
35.56,-0.059512096
35.58,-0.075048722
35.59,-0.081740552
35.61,-0.085412151
35.63,-0.094459472
35.64,-0.099297838
35.66,-0.112586461
35.67,-0.120898408
35.69,-0.132266819
35.70,-0.138099807
35.72,-0.143592558
35.73,-0.154865442
35.75,-0.159188695
35.77,-0.169055628
35.78,-0.177213726
35.80,-0.183825899
35.81,-0.196747611
35.83,-0.202730146
35.84,-0.212922345
35.86,-0.221349194
35.88,-0.22682239
35.89,-0.222477042
35.91,-0.228061153
35.92,-0.231526952
35.94,-0.23042935
35.95,-0.221192719
35.97,-0.199561867
35.98,-0.121994503
36.00,-0.010142607
36.02,0.063209643
36.03,0.171618452
36.05,0.240201656
36.06,0.289554684
36.08,0.301826966
36.09,0.299907431
36.11,0.295332488
36.13,0.27523003
36.14,0.270959959
36.16,0.263713443
36.17,0.252573291
36.19,0.244943615
36.20,0.238928236
36.22,0.206469666
36.23,0.178537552
36.25,0.150255076
36.27,0.129944577
36.28,0.114256514
36.30,0.098587626
36.31,0.085022052
36.33,0.078246845
36.34,0.065015733
36.36,0.055865105
36.38,0.033940681
36.39,0.018555258
36.41,-0.009869129
36.42,-0.032688872
36.44,-0.044667731
36.45,-0.063097922
36.47,-0.074248219
36.48,-0.087258746
36.50,-0.100334502
36.52,-0.112327328
36.53,-0.118892912
36.55,-0.125570009
36.56,-0.138512159
36.58,-0.139621496
36.59,-0.146403316
36.61,-0.155316981
36.63,-0.163619416
36.64,-0.169192379
36.66,-0.179291787
36.67,-0.194283542
36.69,-0.206871337
36.70,-0.216388343
36.72,-0.220390165
36.73,-0.2191565
36.75,-0.215457115
36.77,-0.214571347
36.78,-0.213607691
36.80,-0.211550158
36.81,-0.214779796
36.83,-0.228977951
36.84,-0.237212352
36.86,-0.244126341
36.88,-0.242577919
36.89,-0.212172228
36.91,-0.181857047
36.92,-0.044759306
36.94,0.071110672
36.95,0.145415442
36.97,0.20672654
36.98,0.277760378
37.00,0.319359076
37.02,0.324038674
37.03,0.313349668
37.05,0.311498304
37.06,0.296377805
37.08,0.284425456
37.09,0.272500424
37.11,0.250729663
37.13,0.224506205
37.14,0.209823763
37.16,0.171817971
37.17,0.14659827
37.19,0.122393825
37.20,0.115654871
37.22,0.096089295
37.23,0.085715888
37.25,0.079145905
37.27,0.066062671
37.28,0.05720534
37.30,0.040783853
37.31,0.022154255
37.33,0.007341262
37.34,-0.004529251
37.36,-0.016984497
37.38,-0.038472141
37.39,-0.051434751
37.41,-0.068845305
37.42,-0.100489367
37.44,-0.102230096
37.45,-0.125170722
37.47,-0.153705361
37.48,-0.161359032
37.50,-0.164816144
37.52,-0.170807925
37.53,-0.172244831
37.55,-0.172332393
37.56,-0.180669788
37.58,-0.185155698
37.59,-0.192908698
37.61,-0.199511697
37.63,-0.20360027
37.64,-0.197752926
37.66,-0.200979239
37.67,-0.209289335
37.69,-0.217215279
37.70,-0.222170414
37.72,-0.232406411
37.73,-0.254502044
37.75,-0.265999838
37.77,-0.27746262
37.78,-0.280269571
37.80,-0.274998194
37.81,-0.257578109
37.83,-0.213554075
37.84,-0.150751324
37.86,-0.015647491
37.88,0.090481104
37.89,0.141558961
37.91,0.27789431
37.92,0.326515049
37.94,0.347923877
37.95,0.354628379
37.97,0.344502639
37.98,0.312384009
38.00,0.29530192
38.02,0.266451315
38.03,0.262745856
38.05,0.25542349
38.06,0.234244873
38.08,0.23291774
38.09,0.207843005
38.11,0.158219302
38.13,0.132502381
38.14,0.122388686
38.16,0.099501649
38.17,0.091819237
38.19,0.091462175
38.20,0.084189195
38.22,0.075292542
38.23,0.058343295
38.25,0.0268916
38.27,0.008838114
38.28,-0.019782806
38.30,-0.031610193
38.31,-0.038602218
38.33,-0.050709141
38.34,-0.062875909
38.36,-0.08869865
38.38,-0.120449938
38.39,-0.129890188
38.41,-0.138832822
38.42,-0.148896908
38.44,-0.156649389
38.45,-0.157497178
38.47,-0.157106357
38.48,-0.159498716
38.50,-0.157928598
38.52,-0.162907448
38.53,-0.171105549
38.55,-0.194496204
38.56,-0.211568349
38.58,-0.224320428
38.59,-0.233642747
38.61,-0.241595831
38.63,-0.24481237
38.64,-0.24185301
38.66,-0.240917536
38.67,-0.246229752
38.69,-0.253169977
38.70,-0.258156353
38.72,-0.254043761
38.73,-0.261265347
38.75,-0.223207537
38.77,-0.172611253
38.78,-0.066992716
38.80,0.049473045
38.81,0.137712476
38.83,0.210589142
38.84,0.267304927
38.86,0.30819748
38.88,0.318650577
38.89,0.312899757
38.91,0.319504712
38.92,0.294260781
38.94,0.276708336
38.95,0.262765502
38.97,0.263001324
38.98,0.252942489
39.00,0.241087788
39.02,0.226666229
39.03,0.210095832
39.05,0.183007317
39.06,0.162363202
39.08,0.135023352
39.09,0.126700363
39.11,0.097690315
39.13,0.077933918
39.14,0.070984023
39.16,0.061725122
39.17,0.041773186
39.19,0.021149967
39.20,0.014855946
39.22,-0.010174267
39.23,-0.022351096
39.25,-0.046681909
39.27,-0.067832342
39.28,-0.073874712
39.30,-0.080338226
39.31,-0.083950562
39.33,-0.094871007
39.34,-0.102056105
39.36,-0.105781509
39.38,-0.123455233
39.39,-0.14792327
39.41,-0.159436832
39.42,-0.163365597
39.44,-0.165790909
39.45,-0.165445386
39.47,-0.167167253
39.48,-0.172110389
39.50,-0.178766705
39.52,-0.186272872
39.53,-0.193495884
39.55,-0.19491186
39.56,-0.195780787
39.58,-0.196403142
39.59,-0.192561984
39.61,-0.198507545
39.63,-0.208479211
39.64,-0.218693847
39.66,-0.228542874
39.67,-0.235732931
39.69,-0.213124819
39.70,-0.152347801
39.72,-0.080084304
39.73,0.042391849
39.75,0.190463936
39.77,0.237460395
39.78,0.287680373
39.80,0.316232404
39.81,0.34419292
39.83,0.336368144
39.84,0.330910883
39.86,0.327801065
39.88,0.30335698
39.89,0.299518194
39.91,0.289182069
39.92,0.263882165
39.94,0.216364783
39.95,0.196883472
39.97,0.174366542
39.98,0.153357585
40.00,0.152829168
40.02,0.141928869
40.03,0.115036586
40.05,0.113658213
40.06,0.099075141
40.08,0.084874922
40.09,0.081325731
40.11,0.062060437
40.13,0.04318758
40.14,0.03305568
40.16,0.029289534
40.17,0.012533973
40.19,-0.031572012
40.20,-0.0531716
40.22,-0.075657488
40.23,-0.09818425
40.25,-0.119809946
40.27,-0.127063964
40.28,-0.131135698
40.30,-0.127508171
40.31,-0.127745728
40.33,-0.131426691
40.34,-0.139281957
40.36,-0.145911927
40.38,-0.155676856
40.39,-0.158766014
40.41,-0.159171938
40.42,-0.163919949
40.44,-0.169252233
40.45,-0.169599158
40.47,-0.176773287
40.48,-0.192807252
40.50,-0.209747824
40.52,-0.222397518
40.53,-0.234569629
40.55,-0.240709684
40.56,-0.245589535
40.58,-0.251607102
40.59,-0.230095286
40.61,-0.18735532
40.63,-0.152118754
40.64,-0.137615488
40.66,-0.044611414
40.67,0.228545021
40.69,0.322725975
40.70,0.361294849
40.72,0.392810287
40.73,0.400900146
40.75,0.38822627
40.77,0.383899511
40.78,0.35070013
40.80,0.339366893
40.81,0.327465882
40.83,0.303292593
40.84,0.305136717
40.86,0.286230676
40.88,0.256377229
40.89,0.243801211
40.91,0.217119058
40.92,0.188817098
40.94,0.172218725
40.95,0.175392011
40.97,0.158493275
40.98,0.152856052
41.00,0.148264948
41.02,0.13055011
41.03,0.109090024
41.05,0.090155572
41.06,0.060249956
41.08,0.043155993
41.09,0.008070343
41.11,-0.006996347
41.13,-0.027833882
41.14,-0.042793038
41.16,-0.047324259
41.17,-0.064388291
41.19,-0.069915264
41.20,-0.076894438
41.22,-0.085470268
41.23,-0.09597437
41.25,-0.098313746
41.27,-0.091896802
41.28,-0.0949832
41.30,-0.099014004
41.31,-0.113861825
41.33,-0.126647006
41.34,-0.143433056
41.36,-0.168306659
41.38,-0.189373347
41.39,-0.198068868
41.41,-0.20240088
41.42,-0.203741451
41.44,-0.180645103
